code,board,rows,first,last,last20_amt_yi,min_close60,sealed5,sealed10,sealed20,sealed_dn
002702,main,3331,2012-10-11,2026-09-22,3.1853,4.08,2,80,0,4
002703,main,3212,2012-11-02,2026-09-22,9.4527,11.777,0,134,0,6
002705,main,3082,2014-01-21,2026-09-22,0.5646,10.97,3,26,0,1
002706,main,3069,2014-01-21,2026-09-22,2.6635,8.48,3,45,0,2
002707,main,2819,2014-01-23,2026-09-22,1.3121,4.66,1,63,0,3
002708,main,2994,2014-01-21,2026-09-22,6.635,9.12,1,118,0,3
002709,main,3053,2014-01-23,2026-09-22,12.8205,32.31,3,79,0,0
002712,main,2883,2014-01-23,2026-09-22,0.9607,4.01,6,55,0,7
002713,main,3025,2014-02-19,2026-09-22,1.7794,8.78,72,103,0,10
002714,main,3052,2014-01-28,2026-09-22,16.9887,36.8,2,32,0,0
002715,main,3043,2014-02-19,2026-09-22,0.3962,12.3,0,79,0,3
002716,main,2886,2014-01-28,2026-09-22,24.6021,6.86,61,64,0,21
002717,main,2898,2014-02-19,2026-09-22,0.5129,0.86,31,101,0,21
002718,main,3042,2014-01-28,2026-09-22,0.68,76.28,4,55,0,2
002719,main,2806,2014-01-28,2026-09-22,0.25,5.04,20,56,0,8
002721,main,2674,2014-01-27,2026-09-22,4.5233,2.18,22,80,0,10
002722,main,2986,2014-01-28,2026-09-22,0.3443,11.46,1,74,0,1
002723,main,2981,2014-01-29,2026-09-22,0.6514,6.42,1,60,0,6
002724,main,2820,2014-11-04,2026-09-22,1.8378,4.72,4,55,0,1
002725,main,2940,2014-01-29,2026-09-22,0.408,9.79,2,114,0,3
002726,main,2904,2014-06-26,2026-09-22,1.681,1.22,5,38,0,9
002727,main,2878,2014-07-02,2026-09-22,0.6508,10.05,2,28,0,1
002728,main,2823,2014-07-31,2026-09-22,1.5073,8.47,1,66,0,0
002729,main,2812,2014-09-12,2026-09-22,0.5239,11.92,4,62,0,7
002730,main,2778,2014-10-09,2026-09-22,2.4571,19.39,2,85,0,2
002731,main,2813,2014-11-04,2026-08-31,0.5338,0.77,5,69,0,27
002732,main,2857,2014-12-05,2026-09-22,0.2313,12.12,1,39,0,0
002733,main,2855,2014-12-03,2026-09-22,1.9389,16.83,1,72,0,1
002734,main,2824,2015-01-27,2026-09-22,3.8249,12.73,1,39,0,3
002735,main,2646,2014-12-03,2026-09-22,3.5599,9.5,3,77,0,4
002736,main,2836,2014-12-29,2026-09-22,2.4095,9.75,0,28,0,1
002737,main,2852,2014-12-30,2026-09-22,0.64,11.22,1,20,0,0
002738,main,2724,2014-12-30,2026-09-22,10.456,43.9,1,78,0,1
002739,main,2387,2015-01-22,2026-09-22,4.302,8.21,1,42,0,8
002741,main,2775,2015-02-16,2026-09-22,6.0933,20.09,3,75,0,3
002742,main,2731,2015-02-17,2026-09-22,3.061,3.27,98,35,0,15
002743,main,2786,2015-02-17,2026-09-22,1.452,3.28,3,52,0,8
002745,main,2608,2015-02-17,2026-09-22,6.298,9.88,3,22,0,2
002746,main,2807,2015-02-16,2026-09-22,1.2388,5.27,1,59,0,3
002747,main,2742,2015-03-20,2026-09-22,8.8517,27.95,7,78,0,2
002748,main,2783,2015-03-19,2026-09-22,0.5534,9.38,7,76,0,9
002749,main,2801,2015-03-20,2026-09-22,0.3286,7.635,8,20,0,2
002752,main,2717,2015-04-22,2026-09-22,0.812,5.62,5,71,0,2
002753,main,2761,2015-05-19,2026-09-22,0.6226,5.72,1,48,0,2
002755,main,2727,2015-05-15,2026-09-22,1.6805,11.12,3,91,0,2
002756,main,2628,2015-05-15,2026-09-22,3.5478,40.66,2,61,0,0
002757,main,2666,2015-05-27,2026-09-22,3.4964,14.91,2,78,0,2
002758,main,2734,2015-05-27,2026-09-22,1.344,7.395,0,55,0,1
002759,main,2674,2015-05-28,2026-09-22,2.7349,11.65,5,112,0,9
002760,main,2721,2015-06-11,2026-09-22,0.6639,14.8,2,57,0,7
002761,main,2652,2015-06-10,2026-09-22,1.0458,6.612,0,100,0,6
002762,main,2617,2015-06-10,2026-09-22,0.7766,6.77,22,75,0,4
002763,main,2745,2015-06-10,2026-09-22,0.3174,6.53,1,37,0,0
002765,main,2690,2015-06-12,2026-09-22,0.8564,6.16,5,75,0,3
002766,main,2597,2015-06-11,2026-09-22,0.9243,3.36,97,85,0,13
002767,main,2743,2015-06-12,2026-09-22,0.4208,15.41,0,74,0,3
002768,main,2728,2015-06-30,2026-09-22,4.6162,44.09,1,56,0,1
002769,main,2696,2015-06-29,2026-09-22,0.988,6.02,1,90,0,4
002771,main,2685,2015-06-29,2026-09-22,1.4385,11.27,5,112,0,0
002772,main,2724,2015-06-26,2026-09-22,2.3222,9.3,1,65,0,3
002773,main,2734,2015-06-26,2026-09-22,0.9928,19.01,2,33,0,3
002774,main,2306,2017-03-24,2026-09-22,1.9252,13.47,1,58,0,1
002775,main,2722,2015-06-29,2026-09-22,0.3641,3.04,4,56,0,2
002777,main,2597,2015-12-31,2026-09-22,0.58,11.8,0,71,0,0
002778,main,2538,2016-01-06,2026-09-22,0.4923,13.44,1,55,0,1
002779,main,2579,2015-12-09,2026-09-22,2.1393,55.16,4,65,0,4
002780,main,2613,2015-12-09,2026-09-22,0.9649,11.564,4,69,0,1
002782,main,2614,2015-12-22,2026-09-22,1.1987,13.21,3,84,0,1
002783,main,2623,2015-12-09,2026-09-22,0.6456,6.75,2,54,0,1
002785,main,2607,2015-12-23,2026-09-22,2.8798,30.78,0,67,0,4
002786,main,2610,2015-12-23,2026-09-22,0.5932,7.0,4,122,0,2
002787,main,2472,2015-12-31,2026-09-22,4.4821,17.94,1,51,0,1
002788,main,2572,2016-02-18,2026-09-22,1.3873,9.36,1,33,0,1
002789,main,2561,2016-03-11,2026-09-22,0.4547,8.08,47,50,0,7
002790,main,2565,2016-03-08,2026-09-22,1.705,5.2,2,42,0,1
002791,main,2550,2016-03-29,2026-09-22,0.4934,13.39,1,42,0,0
002792,main,2551,2016-03-28,2026-09-22,9.0622,22.55,0,63,0,1
002793,main,2527,2016-04-15,2026-09-22,1.4044,4.14,3,66,0,0
002795,main,2446,2016-04-28,2026-09-22,1.4792,5.05,5,88,0,2
002796,main,2460,2016-05-10,2026-09-22,3.3748,23.52,2,111,0,1
002797,main,2504,2016-05-11,2026-09-22,3.2822,6.23,3,37,0,4
002798,main,2441,2016-05-25,2026-09-22,0.7667,4.76,4,41,0,1
002799,main,2442,2016-06-08,2026-09-22,0.3327,5.82,2,71,0,2
002800,main,2504,2016-05-30,2026-09-22,0.49,11.23,8,94,0,9
002801,main,2493,2016-06-22,2026-09-22,0.2513,25.607,4,38,0,3
002802,main,2488,2016-06-29,2026-09-22,0.2737,9.93,4,47,0,5
002803,main,2423,2016-07-12,2026-09-22,2.0782,17.45,0,68,0,3
002805,main,2482,2016-07-07,2026-09-22,1.5071,16.13,2,119,0,3
002806,main,2308,2016-07-26,2026-09-22,1.1389,11.91,2,116,0,2
002807,main,2433,2016-09-02,2026-09-22,1.9927,3.78,0,21,0,0
002809,main,2416,2016-08-23,2026-09-22,0.5428,6.87,2,45,0,2
002810,main,2446,2016-08-26,2026-09-22,0.7815,18.38,4,38,0,3
002811,main,2437,2016-09-08,2026-09-22,1.9565,9.13,3,55,0,2
002812,main,2337,2016-09-14,2026-09-22,7.2752,47.17,4,34,0,1
002813,main,2364,2016-10-12,2026-09-22,0.2797,17.95,2,104,0,2
002815,main,2420,2016-10-12,2026-09-22,16.6479,10.78,1,35,0,1
002816,main,2306,2016-10-25,2026-09-22,0.3286,21.0,56,47,0,7
002817,main,2411,2016-10-25,2026-09-22,0.2961,5.64,2,29,0,0
002818,main,2400,2016-11-09,2026-09-22,0.5255,10.37,0,17,0,1
002819,main,2295,2016-11-11,2026-09-22,0.727,18.8,0,93,0,5
002820,main,2383,2016-11-18,2026-09-22,1.2304,7.83,3,52,0,2
002821,main,2393,2016-11-18,2026-09-22,16.6713,145.95,0,31,0,0
002822,main,2381,2016-11-29,2026-09-22,0.1605,2.73,83,37,0,10
002823,main,2372,2016-11-24,2026-09-22,0.4283,11.734,0,39,0,1
002824,main,2355,2017-01-12,2026-09-22,6.3438,18.85,3,113,0,2
002825,main,2371,2016-11-29,2026-09-22,0.5812,7.46,1,65,0,1
002826,main,2373,2016-12-09,2026-09-22,0.597,15.43,1,64,0,0
002827,main,2378,2016-12-09,2026-09-22,8.0176,22.55,0,69,0,0
002828,main,2367,2016-12-08,2026-09-22,1.6956,9.63,0,81,0,3
002829,main,2376,2016-12-13,2026-09-22,1.2185,16.12,0,55,0,5
002830,main,2376,2016-12-13,2026-09-22,0.601,11.23,2,65,0,2
002831,main,2373,2016-12-16,2026-09-22,3.0598,25.0,4,15,0,0
002832,main,2368,2016-12-23,2026-09-22,1.8573,20.08,1,13,0,1
002833,main,2365,2016-12-28,2026-09-22,0.7617,15.353,3,24,0,1
002835,main,2365,2016-12-28,2026-09-22,0.3069,10.92,0,80,0,2
002836,main,2354,2016-12-29,2026-09-22,0.7565,8.08,3,71,0,1
002837,main,2288,2016-12-29,2026-09-22,36.3347,46.45,1,90,0,2
002838,main,2334,2017-01-06,2026-09-22,1.4308,23.72,0,63,0,0
002839,main,2336,2017-01-24,2026-09-22,1.4813,3.95,1,27,0,2
002840,main,2357,2017-01-10,2026-09-22,1.7232,7.08,4,33,0,7
002841,main,2350,2017-01-19,2026-09-22,3.4303,35.165,2,22,0,0
002842,main,2346,2017-01-19,2026-09-22,10.6675,28.78,3,69,0,1
002843,main,2349,2017-01-20,2026-09-22,1.5538,14.41,1,80,0,1
002845,main,2346,2017-01-25,2026-09-22,0.9979,11.78,0,70,0,1
002846,main,2342,2017-02-07,2026-09-22,1.3593,9.0,0,105,0,3
002847,main,2341,2017-02-08,2026-09-22,1.1533,42.02,0,50,0,4
002848,main,2333,2017-02-13,2026-09-22,2.2261,11.72,29,93,0,8
002849,main,2334,2017-02-17,2026-09-22,2.0702,13.0,3,42,0,1
002850,main,2325,2017-03-02,2026-09-22,5.0835,167.4,0,49,0,0
002851,main,2243,2017-03-06,2026-09-22,35.0354,96.77,2,56,0,2
002852,main,2319,2017-03-10,2026-09-22,1.5549,7.099,0,45,0,3
002853,main,2310,2017-03-10,2026-09-22,0.3928,18.06,1,61,0,2
002855,main,2312,2017-03-21,2026-09-22,3.6901,8.49,3,74,0,4
002856,main,2182,2017-03-20,2026-09-22,1.6661,11.89,22,63,0,13
002857,main,2237,2017-03-23,2026-09-22,0.3682,14.0,1,49,0,0
002858,main,2301,2017-03-24,2026-09-22,0.5244,10.12,1,63,0,2
002859,main,2291,2017-04-07,2026-09-22,10.1975,55.082,1,22,0,0
002860,main,2290,2017-04-12,2026-09-21,2.3079,14.59,0,40,0,1
002861,main,2295,2017-04-13,2026-09-22,0.6808,14.07,1,67,0,2
002862,main,2299,2017-04-11,2026-09-22,1.2803,11.79,3,84,0,7
002863,main,2294,2017-04-18,2026-09-22,0.4743,4.04,6,50,0,1
002864,main,2144,2017-11-16,2026-09-22,0.5216,20.081,0,67,0,0
002865,main,2289,2017-04-25,2026-09-22,2.2363,36.68,2,110,0,1
002866,main,2212,2017-04-26,2026-09-22,0.6657,13.5,0,77,0,1
002867,main,2287,2017-04-27,2026-09-22,1.2125,10.22,2,15,0,0
002868,main,2278,2017-05-03,2026-09-22,1.1158,21.33,41,81,0,4
002869,main,2276,2017-05-15,2026-09-22,0.5374,13.49,0,61,0,3
002870,main,2221,2017-05-15,2026-09-22,2.7058,36.88,1,55,0,0
002871,main,2278,2017-05-11,2026-09-22,0.8656,14.48,0,62,0,2
002872,main,2210,2017-05-19,2026-09-22,0.2814,4.64,30,5,0,17
002873,main,2262,2017-05-19,2026-09-22,0.4503,7.16,4,57,0,0
002875,main,2260,2017-06-01,2026-09-22,0.806,11.1,0,72,0,7
002876,main,2266,2017-05-25,2026-09-22,1.3983,24.28,3,28,0,0
002877,main,2263,2017-06-05,2026-09-22,0.3677,6.5,2,67,0,2
002878,main,2258,2017-06-06,2026-09-22,0.6185,10.9,4,84,0,0
002879,main,2239,2017-07-07,2026-09-22,1.2123,12.33,1,36,0,3
002880,main,2211,2017-06-16,2026-09-22,0.9509,18.8,0,20,0,0
002881,main,2250,2017-06-22,2026-09-22,5.5553,33.93,2,84,0,1
002882,main,2233,2017-07-17,2026-09-22,3.8705,16.52,0,76,0,2
002883,main,2236,2017-06-20,2026-09-22,0.0746,8.07,3,51,0,3
002884,main,2231,2017-07-11,2026-09-22,0.2619,15.28,4,12,0,0
002885,main,2244,2017-06-27,2026-09-22,5.5072,22.35,5,86,0,2
002886,main,2244,2017-06-27,2026-09-22,11.7762,16.81,1,77,0,2
002887,main,2222,2017-08-01,2026-09-22,0.3932,8.91,1,27,0,0
002888,main,2225,2017-07-21,2026-09-22,0.8591,14.1,1,88,0,2
002889,main,2223,2017-07-31,2026-09-22,0.2829,10.92,3,58,0,1
002890,main,2211,2017-08-02,2026-09-22,0.3817,11.84,3,29,0,0
002891,main,2196,2017-08-21,2026-09-22,1.8083,25.856,2,24,0,1
002892,main,2208,2017-08-17,2026-09-22,0.4368,8.56,1,73,0,6
002893,main,2182,2017-09-15,2026-09-22,1.914,9.17,2,67,0,2
002895,main,2200,2017-08-25,2026-09-22,1.6022,27.933,2,58,0,1
002896,main,2200,2017-08-29,2026-09-22,3.4909,59.31,2,76,0,1
002897,main,2195,2017-09-07,2026-09-22,10.1296,49.47,1,81,0,1
002899,main,2187,2017-09-15,2026-09-22,0.8943,17.8,1,37,0,5
002900,main,2184,2017-09-22,2026-09-22,2.0357,9.51,2,79,0,0
002901,main,2184,2017-09-22,2026-09-22,0.616,38.68,2,40,0,0
002902,main,2169,2017-09-29,2026-09-22,7.6927,19.85,0,89,0,1
002903,main,2173,2017-10-13,2026-09-22,3.9495,22.28,3,93,0,3
002905,main,2173,2017-10-16,2026-09-22,0.8611,6.87,2,62,0,3
002906,main,2170,2017-10-13,2026-09-22,2.3704,23.12,6,54,0,1
002907,main,2165,2017-10-20,2026-09-22,2.3581,12.221,1,98,0,0
002908,main,2167,2017-10-20,2026-09-22,0.3545,6.17,2,70,0,2
002909,main,2163,2017-10-26,2026-09-22,4.9182,4.26,2,64,0,3
002910,main,2160,2017-10-31,2026-09-22,0.9334,7.91,3,56,0,3
002911,main,2146,2017-11-22,2026-09-22,0.5667,9.92,2,33,0,1
002912,main,2147,2017-11-21,2026-09-22,2.6024,17.11,2,50,0,1
002913,main,2139,2017-12-01,2026-09-22,8.0224,38.11,2,42,0,1
002915,main,2132,2017-12-05,2026-09-22,2.1253,15.37,1,91,0,1
002916,main,2129,2017-12-13,2026-09-22,30.0487,284.5,1,47,0,1
002917,main,2124,2017-12-08,2026-09-22,0.3087,9.47,1,58,0,1
002918,main,2127,2017-12-19,2026-09-22,2.5643,8.48,2,37,0,0
002919,main,2126,2017-12-18,2026-09-22,0.5264,15.22,2,67,0,4
002920,main,2122,2017-12-26,2026-09-22,5.1732,80.8,2,33,0,0
002921,main,2121,2017-12-27,2026-09-22,1.0522,19.44,0,52,0,1
002922,main,2117,2017-12-29,2026-09-22,4.1129,22.55,4,67,0,1
002923,main,2115,2018-01-05,2026-09-22,0.6125,10.12,2,56,0,2
002925,main,2107,2018-01-15,2026-09-22,3.3268,18.76,1,32,0,0
002926,main,2094,2018-02-05,2026-09-22,1.4558,8.049,1,13,0,1
002927,main,2083,2018-02-23,2026-09-22,1.7456,13.51,3,78,0,1
002928,main,2080,2018-03-02,2026-09-22,1.365,6.01,1,21,0,1
002929,main,2081,2018-03-01,2026-09-22,4.1351,43.61,2,38,0,1
002930,main,2053,2018-03-28,2026-09-22,0.7275,7.98,1,46,0,1
002931,main,2034,2018-04-03,2026-09-22,2.0029,40.41,1,94,0,3
002932,main,1992,2018-07-10,2026-09-22,0.1141,13.85,1,58,0,1
002933,main,1955,2018-08-28,2026-09-22,0.423,23.58,1,36,0,1
002935,main,1954,2018-09-03,2026-09-22,0.6271,14.45,1,35,0,1
002936,main,1942,2018-09-19,2026-09-22,1.6905,1.68,1,10,0,0
002937,main,1938,2018-09-26,2026-09-22,2.3765,25.1,0,35,0,1
002938,main,1943,2018-09-18,2026-09-22,19.4893,76.05,0,32,0,1
002939,main,1921,2018-10-26,2026-09-22,1.5287,7.79,1,30,0,1
002940,main,1914,2018-10-23,2026-09-22,2.5213,22.72,0,54,0,0
002941,main,1898,2018-11-28,2026-09-22,0.9595,9.28,1,56,0,1
002942,main,1893,2018-12-05,2026-09-22,2.1828,13.44,2,34,0,1
002943,main,1882,2018-11-29,2026-09-22,3.1908,26.24,0,88,0,1
002945,main,1864,2019-01-17,2026-09-22,3.3556,12.664,1,46,0,1
002946,main,1858,2019-01-25,2026-09-22,0.813,13.92,0,35,0,1
002947,main,1853,2019-02-01,2026-09-22,7.0628,50.11,2,35,0,4
002948,main,1859,2019-01-16,2026-09-22,2.409,5.24,2,12,0,0
002949,main,1841,2019-02-26,2026-09-22,1.8022,9.18,1,48,0,1
002950,main,1832,2019-03-11,2026-09-22,0.505,8.41,1,42,0,0
002951,main,1825,2019-03-15,2026-09-22,0.6197,11.19,39,73,0,10
002952,main,1819,2019-03-28,2026-09-22,1.5986,17.24,1,78,0,1
002953,main,1793,2019-05-09,2026-09-22,2.0929,8.5,1,57,0,4
002955,main,1779,2019-05-23,2026-09-22,2.4196,27.5,1,28,0,0
002956,main,1765,2019-06-19,2026-09-22,0.8835,15.22,1,25,0,1
002957,main,1738,2019-07-26,2026-09-22,7.349,30.75,1,57,0,1
002958,main,1821,2019-03-26,2026-09-22,2.4113,2.655,0,14,0,0
002959,main,1718,2019-08-23,2026-09-22,0.1556,31.46,1,26,0,1
002960,main,1728,2019-08-09,2026-09-22,0.6447,7.39,0,26,0,1
002961,main,1709,2019-09-05,2026-09-22,2.3355,17.93,0,51,0,1
002962,main,1702,2019-09-17,2026-09-22,0.9571,11.2,4,49,0,1
002963,main,1678,2019-10-28,2026-09-22,2.5994,12.02,1,35,0,2
002965,main,1679,2019-10-25,2026-09-22,3.8588,27.23,0,49,0,0
002966,main,1733,2019-08-02,2026-09-22,3.1844,7.05,1,5,0,0
002967,main,1669,2019-11-08,2026-09-22,0.6045,15.826,0,26,0,1
002968,main,1642,2019-12-03,2026-09-22,0.3589,7.93,0,29,0,1
002969,main,1636,2019-12-02,2026-09-22,3.9783,10.314,0,54,0,5
002970,main,1642,2019-12-17,2026-09-22,2.1398,43.17,2,52,0,2
002971,main,1624,2020-01-13,2026-09-22,7.3464,32.29,1,44,0,0
002972,main,1634,2019-12-27,2026-09-22,0.9494,11.443,3,20,0,1
002973,main,1629,2020-01-06,2026-09-22,1.2706,8.75,1,34,0,0
002975,main,1613,2020-02-05,2026-09-22,14.2054,69.34,1,68,0,0
002976,main,1591,2020-03-06,2026-09-22,2.3243,18.26,0,63,0,0
002977,main,1583,2020-03-17,2026-09-22,0.172,19.8,12,46,0,4
002978,main,1562,2020-04-17,2026-09-22,0.5733,24.71,0,9,0,0
002979,main,1569,2020-04-08,2026-09-22,3.6529,50.84,1,40,0,0
002980,main,1564,2020-04-15,2026-09-22,13.9438,62.93,0,75,0,0
002981,main,1562,2020-04-17,2026-09-22,0.7799,19.52,0,45,0,0
002982,main,1557,2020-04-24,2026-09-22,0.5563,11.17,3,31,0,0
002983,main,1555,2020-04-28,2026-09-22,0.5929,17.17,1,35,0,0
002984,main,1462,2020-09-11,2026-09-22,1.1688,12.8,0,2,0,0
002985,main,1554,2020-04-29,2026-09-22,1.4134,23.67,0,30,0,0
002986,main,1533,2020-06-02,2026-09-22,0.7439,11.0,0,11,0,0
002987,main,1551,2020-05-07,2026-09-22,1.9206,9.38,2,45,0,0
002988,main,1544,2020-05-18,2026-09-22,2.4368,18.94,0,39,0,0
002989,main,1525,2020-06-10,2026-09-22,1.468,19.01,1,52,0,0
002990,main,1539,2020-05-25,2026-09-22,3.5126,37.76,2,48,0,0
002991,main,1492,2020-07-31,2026-09-22,0.3694,37.24,3,24,0,0
002992,main,1491,2020-08-03,2026-09-22,0.5092,31.09,0,56,0,0
002993,main,1481,2020-08-17,2026-09-22,1.8145,33.25,2,42,0,0
002995,main,1480,2020-08-05,2026-09-22,1.2658,14.65,0,85,0,0
002996,main,1472,2020-08-28,2026-09-22,0.4603,5.85,1,37,0,0
002997,main,1468,2020-09-03,2026-09-22,1.1002,25.029,3,37,0,1
002998,main,1447,2020-09-25,2026-09-22,1.1219,6.255,1,21,0,0
002999,main,1468,2020-09-03,2026-09-22,2.2048,5.19,1,37,0,0
003000,main,1461,2020-09-14,2026-09-22,0.4433,9.28,0,27,0,0
003001,main,1446,2020-10-13,2026-09-22,1.918,12.87,1,50,0,1
003002,main,1455,2020-09-22,2026-09-22,1.7046,14.49,1,32,0,0
003003,main,1456,2020-09-21,2026-09-22,0.3472,9.18,0,34,0,2
003004,main,1412,2020-11-26,2026-09-22,1.4835,53.5,19,45,0,2
003005,main,1450,2020-09-22,2026-09-22,3.7611,11.39,1,58,0,1
003006,main,1456,2020-09-21,2026-09-22,5.1394,13.02,0,22,0,0
003007,main,1454,2020-09-23,2026-09-22,0.7092,31.8,2,66,0,2
003008,main,1454,2020-09-23,2026-09-22,0.2395,15.764,1,18,0,0
003009,main,1452,2020-09-25,2026-09-22,1.5882,44.33,1,48,0,1
003010,main,1452,2020-09-25,2026-09-22,2.5227,21.85,1,59,0,0
003011,main,1449,2020-09-30,2026-09-22,0.3964,16.46,0,15,0,1
003012,main,1442,2020-10-19,2026-09-22,0.3789,4.37,2,11,0,0
003013,main,1429,2020-10-22,2026-09-22,2.0278,13.85,1,15,0,0
003015,main,1440,2020-10-21,2026-09-22,0.4813,10.11,2,43,0,0
003016,main,1437,2020-10-26,2026-09-22,0.3564,6.14,2,31,0,0
003017,main,1437,2020-10-26,2026-09-22,0.35,19.4,0,19,0,0
003018,main,1428,2020-11-06,2026-09-22,10.0294,28.85,0,49,0,1
003019,main,1421,2020-11-17,2026-09-22,1.1799,20.96,0,19,0,0
003020,main,1401,2020-12-15,2026-09-22,0.7008,15.49,0,31,0,0
003021,main,1408,2020-12-04,2026-09-22,2.3262,66.16,2,50,0,1
003022,main,1406,2020-12-08,2026-09-22,1.3306,17.64,2,44,0,0
003023,main,1403,2020-12-11,2026-09-22,0.8123,16.88,0,22,0,0
003025,main,1403,2020-12-11,2026-09-22,0.3246,10.8,2,22,0,0
003026,main,1398,2020-12-18,2026-09-22,4.4726,24.47,1,57,0,0
003027,main,1398,2020-12-18,2026-09-22,0.2567,14.27,1,44,0,0
003028,main,1392,2020-12-28,2026-09-22,0.2862,20.01,1,33,0,1
003029,main,1394,2020-12-24,2026-09-22,1.1478,14.98,1,64,0,1
003030,main,1386,2021-01-06,2026-09-22,0.9087,20.12,0,36,0,0
003031,main,1378,2021-01-04,2026-09-22,13.6061,91.1,0,56,0,1
003032,main,1380,2021-01-12,2026-09-22,5.3506,4.98,5,70,0,4
003033,main,1383,2021-01-11,2026-09-22,1.5781,55.12,0,39,0,0
003035,main,1377,2021-01-19,2026-09-22,2.9469,5.122,3,42,0,0
003036,main,1370,2021-01-28,2026-09-22,4.4607,40.91,0,63,0,0
003037,main,1365,2021-02-04,2026-09-22,0.2556,5.18,0,40,0,0
003038,main,1361,2021-02-10,2026-09-22,0.3366,9.52,1,51,0,1
003039,main,1343,2021-03-08,2026-09-22,1.8287,10.92,0,48,0,0
003040,main,1338,2021-03-22,2026-09-22,16.7941,9.95,0,73,0,0
003041,main,1319,2021-04-06,2026-09-22,0.8807,33.82,1,43,0,0
003042,main,1328,2021-04-06,2026-09-22,0.8548,11.37,0,55,0,0
003043,main,1323,2021-04-06,2026-09-22,3.9772,55.76,1,54,0,0
003816,main,1717,2019-08-26,2026-09-22,5.1738,3.736,0,3,0,1
300001,chinext,4014,2009-10-30,2026-09-22,3.8757,30.82,3,52,0,0
300002,chinext,3986,2009-10-30,2026-09-22,2.5659,7.59,5,39,2,1
300003,chinext,3986,2009-10-30,2026-09-22,1.5647,11.18,3,15,2,1
300004,chinext,3933,2009-10-30,2026-09-22,2.2556,7.27,3,34,8,5
300005,chinext,4021,2009-10-30,2026-09-22,4.5182,8.85,2,31,4,2
300006,chinext,3973,2009-10-30,2026-09-22,2.0201,4.52,2,23,8,0
300007,chinext,3977,2009-10-30,2026-09-22,2.3924,28.64,4,39,4,5
300008,chinext,3920,2009-10-30,2026-09-22,4.3048,5.6,6,45,5,1
300009,chinext,3966,2009-10-30,2026-09-22,2.5469,7.87,9,31,2,0
300010,chinext,3762,2009-10-30,2026-09-22,6.9635,1.86,3,70,16,1
300011,chinext,3921,2009-10-30,2026-09-22,0.2661,5.37,7,44,5,4
300012,chinext,4008,2009-10-30,2026-09-22,3.2991,13.037,7,20,0,5
300013,chinext,3922,2009-10-30,2026-09-22,0.8928,3.28,7,49,8,1
300014,chinext,4045,2009-10-30,2026-09-22,15.3194,48.131,3,52,2,2
300015,chinext,4083,2009-10-30,2026-09-22,3.7814,7.95,6,11,2,0
300016,chinext,4016,2009-10-30,2026-09-22,2.6917,7.39,3,44,3,0
300017,chinext,4053,2009-10-30,2026-09-22,21.5072,11.876,10,48,4,1
300018,chinext,4011,2009-10-30,2026-09-22,1.1548,10.42,4,83,3,2
300019,chinext,4025,2009-10-30,2026-09-22,0.4666,13.5,2,57,4,1
300020,chinext,3927,2009-10-30,2026-09-22,0.721,3.02,7,38,1,1
300021,chinext,4069,2009-10-30,2026-09-22,1.2346,3.66,4,44,2,1
300022,chinext,3901,2009-10-30,2026-09-22,0.7667,7.47,4,60,4,1
300024,chinext,4097,2009-10-30,2026-09-22,2.6515,12.88,2,30,4,1
300025,chinext,3690,2009-10-30,2026-09-22,0.8939,4.0,4,45,2,4
300026,chinext,3984,2009-10-30,2026-09-22,1.6194,3.031,5,22,3,0
300027,chinext,3910,2009-10-30,2026-09-22,1.0581,1.59,6,22,7,1
300030,chinext,3871,2009-12-25,2026-09-22,0.3862,5.8,9,41,6,3
300031,chinext,3929,2009-12-25,2026-09-22,2.2583,17.99,3,24,5,2
300032,chinext,3838,2009-12-25,2026-09-22,0.6117,3.21,2,45,3,7
300033,chinext,4047,2009-12-25,2026-09-22,25.2503,201.04,0,95,4,2
300034,chinext,3968,2009-12-25,2026-09-22,1.5453,14.91,2,31,0,1
300035,chinext,3930,2009-12-25,2026-09-22,1.3756,12.08,2,41,2,2
300036,chinext,3984,2009-12-25,2026-09-22,0.9766,9.99,4,49,2,2
300037,chinext,3969,2010-01-08,2026-09-22,9.5242,56.99,2,36,1,2
300039,chinext,4049,2010-01-08,2026-09-22,1.4595,4.38,5,16,4,0
300040,chinext,3820,2010-01-08,2026-09-22,1.8842,5.12,3,49,6,1
300041,chinext,4004,2010-01-08,2026-09-22,1.9738,9.73,2,27,0,1
300042,chinext,4028,2010-01-08,2026-09-22,3.2595,37.45,7,46,8,5
300043,chinext,3709,2010-01-20,2026-09-22,1.4487,4.27,6,50,7,3
300044,chinext,3843,2010-01-20,2026-09-22,1.181,4.99,7,63,13,2
300045,chinext,3996,2010-01-20,2026-09-22,1.4269,11.4,3,39,10,2
300046,chinext,3899,2010-01-20,2026-09-22,1.1175,22.11,1,53,8,1
300047,chinext,3843,2010-01-20,2026-09-22,1.2212,8.83,2,27,8,5
300048,chinext,3966,2010-01-20,2026-09-22,0.425,4.52,2,34,0,4
300049,chinext,3812,2010-01-20,2026-09-22,3.3583,37.95,1,38,9,1
300050,chinext,3902,2010-01-20,2026-09-22,2.3986,5.11,6,33,10,1
300051,chinext,3789,2010-02-11,2026-09-22,1.2448,6.88,0,70,6,1
300052,chinext,3817,2010-02-11,2026-09-22,1.4285,8.97,4,65,16,0
300053,chinext,3859,2010-02-11,2026-09-22,1.466,11.48,3,55,4,1
